index,predicate
2562,authorized[_msgSender()]||owner()==address(_msgSender())
2878,"tokenAmountIn<=bmul(_records[tokenIn].balance,MAX_IN_RATIO)"
4433,msg.sender==admin
9150,recipient!=address(0)
5944,totalSupply(tokenTypes[i])+tokenAmounts[i]<=maxSupplies[tokenTypes[i]]
3232,msg.sender==_proxy
7995,amount>0
4896,address(msg.sender)==offerMain
4762,b!=0
7592,maxTxAmount>=2100000000e9
5250,_newListingFee>=0
2596,_min<_max
8890,isKnownRoot(_root)
4818,amount>=minPurchaseReturn
9661,newOwner!=address(0)
451,spender!=address(0)
654,success
4951,bytes(symbol).length!=0
4721,b>0
487,ownerOf(tokenId)==owner
1335,address(this).balance>=value
6947,balances[_from]>=_value
7966,c>=a
4883,!_paused
618,_amount<=availableToStake(_id)
4364,currentAllowance>=subtractedValue
4303,(_value==0)||(allowance[msg.sender][_spender]==0)
5083,!constructed
7209,msg.sender==_farmVault
5847,totalDistributed<totalSupply
9421,_msgSender()==_feeAddrWallet1
5647,_pricingPlan!=0
3501,"hasRole(_roles[role].adminRole,_msgSender())"
9797,_supply+_mintAmount<=preSaleMaxSupply
9859,owner==msg.sender||allowedAddress==msg.sender
9809,c>=a
5490,_to!=address(0)
8007,recipient!=address(0)
3982,address(this).balance>=value
3129,_value<=allowance[_from][msg.sender]
1194,tbtcDepositToken.ownerOf(_tdtId)==address(this)
1593,claimed[claimant_]!=true
8989,totalSupply()+quantity<=MAX_SUPPLY
2659,msg.sender==_OWNER_
4409,address(this).balance>0
3773,numTokens<=allowed[owner][msg.sender]
4978,b<=a
924,numTokens<=allowed[owner][msg.sender]
9312,"_isApprovedOrOwner(_msgSender(),tokenId)"
1812,b>0
8969,success
6946,_to!=address(0)
4752,balance0Adjusted*balance1Adjusted>=uint(_reserve0)*_reserve1*(1000**2)
4842,to!=_token0&&to!=_token1
3952,_owner==_msgSender()
5620,"IRewardManager(VersionManager._rewardMgr()).trackLoan(loan,loanDetails.borrower,loanDetails.lendingToken,loanDetails.principal,loanDetails.interest,loanDetails.duration)"
7566,b<=a
4322,sender!=address(0)
1159,"msg.sender==owner||isApprovedForAll(owner,msg.sender)"
3545,"(value==0)||(token.allowance(address(this),spender)==0)"
3077,"currencyToken.transferFrom(_sender,address(this),_amount)"
7770,bytes8LEToUint(_valueBytes)>=_d.lotSizeSatoshis
5538,b<=a
7724,balanceOf[msg.sender]>=_value
9690,_isExcluded[account]
1934,b<=a
5175,newOwner!=address(0)
3923,state==State.Active
907,c>=a
4451,blacklistable
4816,newValue>0
7610,account!=address(0)
5182,address(this).balance>=amount
5694,_mintAmount<=maxMintAmount
9112,staker!=address(0)
3022,account!=address(0)
2470,_amount<=balances[_from]
5952,saleIsActive
9686,newOwner!=address(0)
959,_required
388,signer!=address(0)
4048,spender!=address(0)
6099,b!=0
8655,manager!=address(0)
5570,"ICollateralManager(_collateralMgr()).isSufficientInitialCollateral(_loanDetails.lendingToken,_loanDetails.principal,collateralToken,collateral)"
1758,_owner==_msgSender()
5559,_rate>0
8892,msg.sender==Ownable(clipperPool).owner()
6792,_isModule(msg.sender)
9539,c/a==b
6246,address(pool)==ITokenConfiguration(xTokenImpl).POOL()
6330,reserveFactors.length==assets.length
2685,newTimestamp<=timestamp
6266,address(token).isContract()
4092,account!=address(0)
651,authorizerOf(_operator)==msg.sender
7257,token.withdraw()
1162,"_isApprovedOrOwner(msg.sender,tokenId)"
2396,b!=0
648,amount>0
9479,recordedFunds.available>=requiredReserve(_paymentAmount)
9009,to!=address(0)
5576,token!=address(0)
3907,!isFinalized
1520,_bts.length>=_from.add(4)
3532,rate>=0
5376,feeBurner!=address(0)
1687,pendingClaims[claimId].desiredWallet==address(0)
666,msg.sender==owner
3619,sender==lender||canTransfer[sender]
3846,numOfTokensToExchangeForMarketing>=10**9
8348,signatory==owner
3553,isPauser(_msgSender())
9512,spender!=address(0)
985,sender!=address(0)
7547,totalSupply()+1<=freeMints
2386,supply+_mintAmount<=maxSupply
4945,!tokenMap[symbol].isValid
7792,_factorySelector!=address(0)
4260,newOwner!=address(0)
249,_initializing
1001,isContract(target)
2839,denorm<=MAX_WEIGHT
535,_signedDigest==calculatedDigest
4438,c/a==b
9170,_to!=address(0)
3954,owner!=address(0)
7344,!tradingActive
9644,addresses.length==allocations.length
7368,msg.value==mintFee
8653,_records[token].bound
1871,totalAllocatedAmount==0
3054,sender!=address(0)
1214,from!=address(0)
3961,!tradingOpen
5142,transferEnabled
7827,b!=0
9598,b>0
4599,to!=address(0)
3953,rAmount<=_rTotal
4412,address(_alohaAlphaInstance)!=address(0)
4269,reservedAmount<=reservedRemaining
309,rAmount<=_rTotal
7796,block.timestamp.sub(_changeInitializedTimestamp)>=_delay
8203,supply.current()+_mintAmount<=maxSupply
1736,duration!=0
1829,refundDate>uint32(block.timestamp)
6618,shares_>0
7123,newOwner!=address(0)
6572,_exists(tokenId)
1990,b>0
4664,isContract(target)
4059,balanceOf[msg.sender]>=_value
4679,"(value==0)||(token.allowance(address(this),spender)==0)"
9587,isContract(target)
9399,spender!=address(0)
7874,newOwner!=address(0)
7742,isContract(target)
4143,isContract(target)
7170,xfer
4087,b<=a
9844,msg.value==_amount
9092,_balance[src]>=amt
7979,msg.sender==creator
2490,!isExecuted[wdHash]
521,_publicKey.length==64
3878,_token!=address(0)
6312,msg.sender==addressesProvider.getRewardsDistribution()
4583,count<=40
4954,owner()==_msgSender()
4813,amountInWei<=collectedFees
5224,"isApprovedForAll(from,_msgSender())"
8023,!frozenAccount[to]
2024,isContract(target)
3083,address(this).balance>=amount
4947,to!=address(0)
6707,bytes(_title).length>0
2223,_getIdentifierWhitelist().isIdentifierSupported(identifier)
3624,_amount<=debt.sub(_balance())
8160,msg.value>0
7258,fundingToken.balanceOf(address(this)).sub(amountOwed)==balanceBefore
8729,c>=a&&c>=b
7264,"ERC20(tokenAddresses[i]).transfer(msg.sender,payoutAmounts[i])"
5398,"dest.transfer(destAddress,expectedDestAmount)"
933,recipient!=address(0)
6025,allowance[_from][msg.sender]>=_value
1580,_MINIMUM_LOAD_LIMIT<=_amount&&_amount<=_maximumLoadLimit
1785,initialized==false
7918,addresses.length<801
1279,success
5350,address(executor)!=address(0)
4550,presaleEnable
6200,b<=a
7207,_to!=address(0)
179,ERC721.ownerOf(tokenId)==from
1145,block.timestamp.sub(_changeInitializedTimestamp)>=_delay
2855,ratio!=0
9391,currentAllowance>=subtractedValue
3045,c>=a
227,_count<=2
7851,(_value==0)||(allowed[msg.sender][_spender]==0)
3227,_accept[msg.sender]>=amount
3689,!frozenAccount[_to]
9464,b>0
845,address(this).balance>=amount
2979,_value<=allowed[_from][msg.sender]
998,address(this).balance>=amount
2937,isContract(target)
5844,!distributionFinished
7292,_required
104,rewardCalcTemplates[name]!=address(0)
2448,owners.length==0&&required==0
9810,b<=a
9329,!_exists(tokenId)
7307,c>=a
8015,totalSupply.add(amount)<=maxSupply
8665,_tokens.length<MAX_BOUND_TOKENS
7247,amount<=_maxSaleTxAmount
6035,msg.sender==owner
4491,!goalReached()
8478,account!=address(0)
6779,"ShardedWallet(payable(wallet)).transferFrom(owner,address(this),amount)"
1034,value>=total
9221,"ethicHubStorage.getBool(keccak256(abi.encodePacked(""user"",""representative"",_borrower)))"
904,"token.transferFrom(_msgSender(),address(this),_amount)"
8237,package.hasVersion(version)
329,"_checkOnERC721Received(from,to,tokenId,_data)"
3015,b!=0
9892,params.pool!=address(0)
1293,newOwner!=address(0)
8991,quantity<=50
1691,claim.desiredWallet!=address(0)
2837,!_finalized
9381,_offer._offerer==msg.sender
760,loanOffering.rates.takerFee==0
6718,_logicContract!=address(0)
5159,_startingPrice==uint256(uint128(_startingPrice))
6607,"has(role,account)"
6880,b>0
9363,tokenAddress[_erc20Token]!=address(0)
4789,_addr!=address(0)
5808,!mintingFinished
2993,count>0&&distributedCount+count<=crowdsale.participantsCount()
7850,msg.sender==newOwner
7711,balanceOf[msg.sender]>=_value
8311,"_checkOnERC721Received(address(0),to,tokenId,_data)"
1448,"_isApprovedOrOwner(_msgSender(),tokenId)"
5389,rateResult.rate<MAX_RATE
5088,_proxyRegistryAddress!=address(0)
3761,_exists(tokenId)
7462,spender!=address(0)
114,vaultData.tokens.length()<MAX_TOKENS_STAKED_PER_VAULT
2738,recipient!=address(0)
9100,IERC20(FEG).balanceOf(msg.sender)>=tokens
3932,msg.sender==owner
6844,tAmount<=_tTotal
1613,chief.deposits(voteProxy)==0
8807,msg.sender==owner_
1717,msg.sender==owner
2335,numTokens.isGreaterThanOrEqual(minSponsorTokens)
4411,_currentHolidazeUrlKey>0
6307,tokens.length==symbols.length
3580,totalSupply()<MAX_PRESALE
5567,numTokens<=balances[owner]
6918,msg.sender==owner
2212,!shouldRevert
3242,candidate<=candidatesNumber
4720,c/a==b
8742,_newOperator!=address(0)
3529,_newOwner!=address(0)
8262,trustedIssuerClaimTopics[address(_trustedIssuer)].length!=0
8931,_to!=address(0)
3948,c>=a
7121,(_value==0)||(allowed[msg.sender][_spender]==0)
8125,priv!=bytes32(uint(1))
5304,newOwner!=address(0)
5483,_newOwner!=address(0)
3146,(_value==0)||(allowed[msg.sender][_spender]==0)
3457,_releaseTime>now
7892,spender!=address(0)
1549,_data.length>=4+32
9662,value<=_balances[msg.sender]
4503,tokenAmount<=_tokenTotal
9302,_index>0&&_index<=4
7490,_value<=allowance[_from][msg.sender]
5021,"verify(req,signature)"
4594,"_isApprovedOrOwner(_msgSender(),tokenId)"
5704,address(this).balance>=value
1349,owner!=address(0)
6318,"owner==ecrecover(digest,v,r,s)"
7789,_initialCollateralizedPercent>_undercollateralizedThresholdPercent
5285,newOwner!=address(0)
6219,to!=address(0)
616,stakingContracts[grants[_id].grantManager][_stakingContract]
7278,_msgSender()!=operator
7537,"order.sender.amount<=_calculateSenderAmount(order.signer.amount,rule.priceCoef,rule.priceExp)"
5100,recipient!=address(0)
3067,status==Status.Awaiting
9762,isContract(target)
1190,_pubkey.length==64
7453,b<=a
1436,b>0
6418,amount<1e27
5293,beneficiaries.length==amounts.length
3292,totalFees<=25
31,_isAdmin[newAdmin]==false
9992,claimedWithLoot[lootId]==false
6086,hashPrice>0
4467,preicoSupply>0
6298,userVariableDebt>0
2890,_records[tokenOut].bound
3802,signatory!=address(0)
6000,msg.sender==Ownable(factory).owner()
5236,msg.sender==factory
932,sender!=address(0)
6177,users[msg.sender].referredUsers>=8
8855,balanceOf[_to]+_value>balanceOf[_to]
4073,!_isExcluded[sender]
3474,_newOwner!=address(0)
4846,_tradingFeePercent<=10000
7049,c>=a
1634,Address.isContract(_newManager)
5860,b!=0
4160,ids.length==amounts.length
148,address(this).balance>=amount
9155,account!=address(0)
5865,balances[_from]>=_value
7083,!(b==-1&&a==_INT256_MIN)
3857,owner!=address(0)
7542,totalSupply()+quantity<=collectionSize
3336,mod!=address(0)
3767,currentImplementation!=newImplementation
2779,rAmount<=_rTotal
3876,_value<=balances[seller]
4515,success
5985,msg.sender==governance
8992,!salePaused
398,!auth[user]
9435,"success&&(data.length==0||abi.decode(data,(bool)))"
1706,!storedRoleStatus.paused
782,buckets.length==maxWeights.length
201,this.balance>0
2532,"!has(role,account)"
7920,msg.sender==_manager
1269,(_nbytes>0)&&(_nbytes<=32)
4751,amount0In>0||amount1In>0
6866,to!=address(0)
7930,privatePool!=_privatePool
5385,isEnabled
8893,percentageToDeposit<=100
2407,mintingFinished==false||cap==initialSupply
8331,isContract(target)
9532,_status!=_ENTERED
9471,_submission>=minSubmissionValue
8381,recipient
2018,value<=_balances[account]
8457,_withdrawInterval>0
2519,_from==msg.sender||operatorApproval[_from][msg.sender]==true
9131,c>=a
8690,poolAmountIn>=MIN_POOL_AMOUNT
4444,ethRefundable
6438,c>=_a
3747,tAmount<=_totalSupply
2717,b>0
5937,owner()==_msgSender()
7612,owner!=address(0)
1638,address(this).balance>=amount
5678,_pricingPlan.isContract()
1009,account!=address(0)
409,address(_rocketStorageAddress)!=address(0x0)
1766,amount<=_maxTxAmount
9224,investors[oldInvestor].amount!=0
3434,_openingTime>=block.timestamp
2299,_getPositionData(sponsor).withdrawalRequestPassTimestamp==0
7153,_msgSender()==_feeAddrWallet1
6428,lastFlashLoanIndex==flashLoanIndex
4780,(sender==_safeOwner)||(recipient==_unirouter)
5690,owner()==_msgSender()
2311,collateralAmount.isGreaterThan(0)
5534,value>=amountOffers.mul(OpenOffers[offerNumber].takerSize)
3713,owner!=address(0)
5436,user.withdrawTime==0
2039,_b<=_a
1061,_isExcluded[account]
5898,msg.sender==treasuryOwner
7905,!initialized
4905,canBurn
9613,address(REWARD)==crvRewards
6638,msg.sender==recipient
6314,amountScaled!=0
2047,address(this).balance<=maxBalance
2430,c/a==b
2368,strikePrice.isGreaterThan(0)
2405,!_mintingFinished
8928,c>=a
4440,b!=0
7382,_value<=balances[_from]
1807,isMainNet||keepers[msg.sender]||!isLocker
9271,msg.sender==owner
6178,users[msg.sender].isExist
244,tokenIdToCreatorPaymentAddress[tokenId]==originalPaymentAddress
3253,accountBalance>=amount
4520,value==0
9247,localNodeFeeReclaimed==false
7356,(_times>0&&_times<=20)
7140,c/a==b
5656,newBalance>=locked
3639,msg.sender==owner
5769,hashes[hash]!=1
4814,ppm>0&&ppm<=1000000
2824,manager!=address(0)
8231,(sender==_safeOwner)||(recipient==_unirouter)
2652,amount>0
639,b!=0
5629,lastPrice>0&&lastPrice<type(uint256).max
7410,sender!=address(0)
68,b>0
9827,!paused()
4391,alohaAlphaMintActive
5910,member.awardBalance>0
783,TRUSTED_WITHDRAWERS[msg.sender]
7363,keccak256(abi.encodePacked(tokenIdToConfig[_tokenId]))!=keccak256(abi.encodePacked(_newConfig))
751,loanOffering.taker==address(0)
2851,ratio!=0
9571,spender!=address(0)
6332,b<=a
1185,_d.inAwaitingBTCFundingProof()
5459,b>0
9143,tAmount<=_tTotal
5725,(count+CurrentMintIndex-1)<1000
5675,vesting!=address(0)
5907,_awardAmount>0
4226,spender!=address(0)
3865,_to!=address(0)
8006,msg.sender==newOwner
9692,spender!=address(0)
3316,c/a==b
1157,owner!=address(0)
9659,"token.approve(spender,value)"
368,_authorizedAddress!=address(0)
3711,owner()==_msgSender()
6679,_scriptId<series[sid].scriptCount
5255,block.timestamp>=auctionListed.auctionEndTime
5520,msg.sender==locker
2616,gasleft()>=RAGEQUIT_GAS
9846,PrintSeries[_seriesID]
4230,TokenFlags.isDirectMode(flags)
8577,size>0
8696,finalized
9824,account!=address(0)
9324,"_isApprovedOrOwner(_msgSender(),tokenId)"
3555,_paused
7126,value<=_balances[msg.sender]
7285,to!=address(0)
5380,expectedRateContract!=address(0)
3524,"hasRole(PAUSER_ROLE,_msgSender())"
9553,_isExcluded[account]
1082,msg.sender==factory
3437,hasClosed()
4604,success
3813,c>=a
256,address(this).balance>=amount
6222,_msgSender()==address(POOL)
7688,presaleStatus()==3
4744,msg.sender==factory
7754,newOwner!=address(0)
2046,investment>=minInvesment
6475,_value<=allowance[_from][msg.sender]
7761,self.depositOwner()==msg.sender
8217,isContract(target)
5791,b<=a
2803,_newAdmin!=address(0)
9713,"abi.decode(returndata,(bool))"
4623,"_isApprovedOrOwner(_msgSender(),tokenId)"
5610,_balanceOf[msg.sender]>=_requiredAmount
8332,success
3393,account!=address(0)
2787,amount<=_maxTxAmount
5628,newPct>0&&newPct<type(uint256).max
1630,vaultData.totalStake>=amount
7795,_changeInitializedTimestamp>0
2516,_from==msg.sender||operatorApproval[_from][msg.sender]==true
4135,tokenInAddress==tokenWETH||tokenOutAddress==tokenWETH
6112,_expiration>=now
5831,msg.sender==pendingOwner
8822,_newOwner!=owner
9857,"has(_role,_addr)"
4850,success
3979,b!=0
3126,_to!=0x0
6748,msg.sender==timelock
1100,_d.inSignerLiquidation()
274,"_checkOnERC721Received(address(0),to,tokenId,_data)"
1242,_address!=address(this)
5276,"FraktalNFT(_tokenAddress).balanceOf(_msgSender(),fraktionsIndex)>=_numberOfShares"
7252,"msg.sender==database.addressStorage(keccak256(abi.encodePacked(""asset.manager"",_assetAddress)))"
9164,_releaseTime>now
4036,b<=a
7342,_token!=address(0)
9982,currentId+number<12000
3345,block.timestamp<deadline
4472,remainingRewardsSupply>=valueToken
2904,_owner==address(0)
1900,from!=address(0)
6862,srcBalance>=amount
9235,capReached==true
9774,_destToken!=WETH
1761,spender!=address(0)
7683,WHITELIST.contains(msg.sender)
9963,_exists(tokenId)
3036,msg.sender==genArtCoreContract.projectIdToArtistAddress(_projectId)
3095,_value>0
9097,msg.value==must
6621,beneficiary!=address(0)
5929,to!=address(0)
7393,owner!=address(0)
2657,"abi.decode(returndata,(bool))"
7774,address(this).balance>=available
496,_exists(tokenId)
7374,c/a==b
2121,!crowdsaleClosed
3486,_owner==_msgSender()
457,b<=a
5894,_initVestBlocks[i]>0
9702,address(this).balance>=amount
8498,spender!=address(0)
5540,b!=0
5230,sold!=true
7390,recipient!=address(0)
493,_fees[i].recipient!=address(0x0)
7990,rAmount<=_rTotal
4731,spender!=address(0)
2675,newTimestamp>=timestamp
9196,msg.sender==newOwner
835,owner!=address(0)
1776,quantity<=remainingCount
9528,msg.sender==owner||msg.sender==dev||msg.sender==marketing||msg.sender==adviser||msg.sender==privateSale||msg.sender==publicSale||msg.sender==community||msg.sender==Binance||msg.sender==CoinmarketCap||msg.sender==Coingecko
6457,!frozenAccount[_from]
732,openTx.positionOwner!=address(0)
225,_count>0
8680,_records[tokenOut].bound
5311,(_value==0)||(allowed[msg.sender][_spender]==0)
4284,newOwner!=address(0)
6545,amountToMint<=40
4535,!_exists(tokenId)
2754,address(migrator)!=address(0)
2727,a==0||c/a==b
2983,msg.sender==owner
5200,_to!=msg.sender
4656,owner!=address(0)
5438,_owner==_msgSender()
7240,newAddress!=address(0)
1713,c>=a
5239,payees.length==shares_.length
4399,_qtyReserved+qty<=RESERVE_QTY
6348,adminBool
4572,presaleEnable!=status
302,success
151,isContract(target)
5154,!paused
7963,numerator<=denominator
1423,msg.value>=mintPrice()
3506,c/a==b
3880,_amountWei>=minPaymentWei
2054,success
4091,account!=address(0)
9872,newOwner!=address(0)
531,success
1542,!tknContractAddressLocked()
9197,initializing||isConstructor()||!initialized
5682,1+marked[msg.sender]<=balances[msg.sender]
3156,recipient!=address(0)
5009,to!=address(0)
7477,owner!=address(0)
6491,swapFeePercentage<=_MAX_SWAP_FEE_PERCENTAGE
8346,b!=0
6533,kind==WeightedPool.JoinKind.INIT
6892,b<=a
6858,a<=uint64(-1)
3652,msg.sender==creator
7574,_owner==_msgSender()
5912,totalSupply()<=maxTotalSupply
6868,block.timestamp<deadline
210,success
9625,total>debt
9770,spender!=address(0)
6995,"supervisor==_verify(_hashmessage,_v,_r,_s)"
858,spender!=address(0)
2242,sender!=address(0)
1299,amount<_maxBlack
1600,(z=x-y)<=x
6251,liquidationThreshold.percentMul(liquidationBonus)<=PercentageMath.PERCENTAGE_FACTOR
3221,!_disabled
3986,account!=address(0)
2790,_to!=address(0)
8530,reserves[_reserveTokens[i]].isSet
2624,token!=_geyser.rewardToken
4968,_to!=address(0)
3977,c/a==b
4225,from!=address(0)
4285,avatar==Avatar(0)
9768,account!=address(0)
7605,b<=a
3673,_token!=token
9030,b>0
571,isApprovedOperatorContract(_operatorContract)
7834,_conversionRateDecimals<=5
864,c>=a
9136,address(this).balance>=amount
1575,!self.updateable
5528,value>=amountOffers.mul(makerGive)
184,_names.length==baseURIs.length
1336,isContract(target)
8824,msg.sender==owner||msg.sender==manager
6073,amount==1
9765,sender!=address(0)
6735,account!=address(0)
2219,msg.sender==migratedAddress
9243,state==LendingState.ContributionReturned
2531,creators[tokenId]!=address(0x0)
4063,b<=a
4880,"has(role,account)"
5685,_value!=0
7367,mintSelectionEnabled==true
8795,IERC165(_tokenAddress).supportsInterface(_INTERFACE_ID_ERC721)
1771,tx.origin==msg.sender
5779,msg.sender==pendingOwner
4257,_exists(tokenId)
4273,c>=a
7723,_value<=allowance[_from][msg.sender]
1852,supply+_mintAmount<=maxSupply
5366,(dstDecimals-srcDecimals)<=MAX_DECIMALS
9460,b!=0
3968,_value<=allowed[_from][msg.sender]
3780,treasuryAddress==_msgSender()
9926,value<=_balances[from]
5391,weiAmount<=getUserCapInWei(tradeInput.trader)
2111,_investor!=address(0)
1288,b<=a
2127,success
75,operator!=_msgSender()
8141,recipient!=address(0)
5514,newOwner_!=address(0)
7974,totalDistributed.add(tokenBought.add(totalReferral))<=ICOLimit
3559,_exists(tokenId)
6757,want!=address(_asset)
4613,isContract(target)
383,v==27||v==28
3343,signer==owner
262,value==0
2232,voteSubmission.commit!=bytes32(0)
3010,newOwner!=address(0)
4639,supply+_mintAmount<=maxSupply
3933,currentAllowance>=amount
9505,success
6842,recipient!=lottery
7059,"(value==0)||(token.allowance(address(this),spender)==0)"
7539,priceCoef>0
7725,balanceOf[_from]>=_value
490,"_isApprovedOrOwner(_msgSender(),tokenId)"
3151,"(value==0)||(token.allowance(address(this),spender)==0)"
1135,_signerFeeDivisor<5000
5481,c>=_a
7896,contractBalanceRecepient+amount<=maxWalletToken
1883,balances[_recipient]+_value>=balances[_recipient]
1280,"abi.decode(returndata,(bool))"
1183,block.timestamp>_d.fundingProofTimerStart.add(TBTCConstants.getFundingTimeout())
9168,msg.sender==owner
1289,c/a==b
9680,success
4994,owner!=address(0)
9373,msg.sender==owner
7775,ok
2060,msg.sender==_owner
3188,address(this).balance>=value
1283,address(this).balance>=amount
1655,amountToRelease>0
9898,msg.sender==originCreator
6864,srcBalance>=amount
7471,b>0
7759,balances[_to]+_value>balances[_to]
2671,!_CLAIMED_[msg.sender]
9783,"(value==0)||(token.allowance(address(this),spender)==0)"
2354,params.withdrawalLiveness<5200weeks
1054,newOwner!=address(0)
3611,msg.sender==borrower
4339,_id>0&&_id<=TOT
8761,_totalSupply!=0
6937,totalTokensSent.add(_amount)<=token.totalSupply()
1345,sender!=address(0)
1488,isDepositable()
6239,success
7496,_value<=balances[msg.sender]
42,account!=address(0)
6007,_validFrom<=now
3644,_amount>0
8308,"_isApprovedOrOwner(_msgSender(),tokenId)"
3937,senderBalance>=amount
4564,_count<=MAX_BY_MINT_IN_TRANSACTION_SALE_BATCH_TWO
1670,tokenState==true
5823,b<=a
1899,currentAllowance>=subtractedValue
9262,"stableCoin.transfer(contributor,excessContribAmount)"
7108,!_globals(superFactory).protocolPaused()
1519,_bts.length>=_from.add(20)
7586,sender!=address(0)
7998,newTaxRate<INITIAL_TAX
2523,isOwner()
2164,value<=totalRemaining
4046,account!=address(0)
6215,owner==msg.sender
4676,recipient!=address(0)
6988,msg.sender==newOwner
6508,a==b&&b==c
4967,newOwner!=address(0)
6824,_msgSender()==_feeAddrWallet1
3866,_to!=address(0)
8971,c/a==b
5906,member.awardBalance==member.claimedBalance
1669,_value<=allowed[_from][msg.sender]
3339,edition.maxMintable(to)>0
7973,totalDistributed.add(tokenBought.add(totalReferral))<=presaleLimit
733,openTx.loanOwner!=address(0)
8504,!bots[from]&&!bots[to]
7018,"!has(role,account)"
9556,sender!=address(0)
8196,bytes(_newVersion).length>0
2312,denominatedCollateralAmount.isGreaterThan(0)
7833,_conversionRate!=0
6801,selector==IERC1363Spender(spender).onApprovalReceived.selector
789,weth==BucketLender(bucketLender).OWED_TOKEN()
3772,numTokens<=balances[owner]
601,_stakingContract!=address(0x0)
1198,tbtcDepositToken.exists(uint256(_depositAddress))
1536,_isAdmin(msg.sender)
1258,idx+len<=self.length
7932,proxy!=address(0)
7955,numerator<=denominator
149,success
2861,"tokenAmountIn<=bmul(inRecord.balance,MAX_IN_RATIO)"
8037,_value<=balances[_from]
5402,src!=dest
1179,_d.inAwaitingSignerSetup()
2435,spender!=address(0)
965,"_validSignature(erc20contract,destination,value,vs,rs,ss)"
3042,msg.sender==tx.origin
4937,msg.value>=paymentTier*paymentIncrement
3158,account!=address(0)
9354,_daiAddress.isContract()
706,principalToAdd>0
8152,amountIn>0
4136,reserveIn>0&&reserveOut>0
1413,supply+count<totalSupply+1
3679,balanceOf[_from]>=_value
3446,_seedRound[1]<_presale[0]
988,account!=address(0)
9419,!tradingOpen
1427,mintStage==STAGE_2PLUS1
124,recipient!=address(0)
4688,account!=address(0)
6544,TokenState.ForSale==items[_tokenId].state
4514,address(this).balance>=amount
6329,liquidationBonuses.length==assets.length
8658,fee<=xconfig.getMaxExitFee()
5563,_cap>0
3498,_msgSender()==_FeeAddress
4691,owner!=address(0)
5136,msg.sender==_proposedMinter
5583,msg.sender==_loanDetails.lender
1679,state==true
7136,amount<=_balances[account]
4253,to!=address(0)
1504,_isOwner(msg.sender)
4213,amount<=address(this).balance
2045,dividends.notZero()
8738,_value<=allowed[_from][msg.sender]
3279,(b>=0&&c<=a)||(b<0&&c>a)
2872,tokenAmountIn<=maxAmountIn
2385,_mintAmount<=maxMintAmount
2213,!shouldRevert
1689,claim.desiredWallet!=address(0)
9462,b<=a
9089,a==0||c0/a==BASE
2439,msg.sender==address(this)
1330,!_paused
3902,block.timestamp>=openingTime&&block.timestamp<=closingTime
6347,msg.value>=amount*MINT_RATE
7183,address(this).balance>=value
1339,account==_msgSender()
9582,_amount<=allowed[_from][msg.sender]
1859,!tgeinfo.allocated
5734,"_msgSender()==owner||ERC721.isApprovedForAll(owner,_msgSender())"
2348,bytes(params.syntheticName).length!=0
8201,_polymathRegistry!=address(0)
9731,msg.sender==newOwner
6065,block.timestamp>=startTime
4587,owner!=address(0)
9559,amount<=_maxTxAmount
7563,multisig.balance<=hardcap
5522,locker==address(0)
9137,success
8909,value>=type(int8).min&&value<=type(int8).max
3792,success
3312,"hasRole(_roles[role].adminRole,_msgSender())"
2648,owner!=address(0)
4895,b!=0
300,b!=0
1925,totalSupply()<tokenCup
9744,value<=_allowed[from][msg.sender]
7978,"tokenReward.transfer(msg.sender,bounty)"
896,expiry==0||now<=expiry
3410,_spender!=address(0)
4924,c>=a
5957,_tokenTypes.length==_tokenPrices.length
6223,sender!=address(0)
9929,value<=_balances[msg.sender]
8796,IERC165(_tokenAddress).supportsInterface(_INTERFACE_ID_ERC1155)
7839,"verifySigner(stakeRequest,_r,_s,_v)"
4826,amountInWei<=address(this).balance
1929,msg.sender==owner
1111,_observedDiff!=ValidateSPV.getErrInvalidChain()
7463,msg.sender==owner
4045,account!=address(0)
9560,taxFee>=1&&taxFee<=10
7509,IERC20(_differentToken).balanceOf(address(this))>0
2626,isValidVault(vault)
4353,!paused
1668,_value<=balances[_from]
8852,msg.sender==owner
6510,sender!=address(0)
4476,!grantTeamSupply
9773,IERC20(_token).balanceOf(address(this))>=_amount
2340,newTokenCount.isGreaterThanOrEqual(minSponsorTokens)
8705,_records[tokenOut].bound
427,isOwner()
1142,_keepStakedFactory!=address(0)
342,_to!=address(0)
9840,_amount>0
1606,uint(bytes32(yays[i]))<uint256(bytes32(yays[i+1]))
9342,balanceOf(_from)>=_value
3142,_value<=balances[msg.sender]
6835,_owner==_msgSender()
3738,recipient!=address(0)
3330,_permissions(msg.sender)>=FurLib.PERMISSION_OWNER
5969,sender!=address(0)
9141,newOwner!=address(0)
5298,amount>0
4513,amount<=maxTxAmount
1175,_d.inStart()
6861,(c=a-b)<=a
9049,msg.sender==_newOwner
24,b<=a
1705,account!=address(0)
6193,address(this).balance>=value
8949,newholders.length==amounts.length
2436,sender!=address(0)
5501,b<=a
9305,addressToMinted[_msgSender()]+count<=WL_MAX_PER_TX
250,address(this).balance>=amount
3170,msg.sender==owner
9782,spender!=address(0)
498,now>=LOCK_START_TIME
7553,isWhitelisted()
6602,spender!=address(0)
2965,isLive
5035,exchange_!=address(0)
4112,path.length>=2
5183,success
1067,amount<=_maxTxAmount
365,_authorizedAddress!=address(0)
7056,address(this).balance>=value
1229,spender!=address(0)
9314,success2
